id_venda,data_venda,hora_venda,id_produto,produto,categoria,cor,tamanho,quantidade,preco_unitario,desconto,valor_total,forma_pagamento,canal,id_cliente,id_vendedor
5752,2026-04-19,19:00,66,Blusa Esporte,Blusa,Vermelha,M,1,320.22,0.0,320.22,Cartão de Débito,Física,16.0,22
5753,2026-03-07,13:30,60,Jaqueta Premium,Jaqueta,Branca,P,4,148.86,0.0,595.44,Cartão de Débito,Física,448.0,25
5754,2026-08-07,16:45,74,Blusa Slim,Blusa,Azul,G,4,69.32,41.59,235.69,Cartão de Débito,Física,21.0,1
5755,2026-07-19,11:15,50,Blusa Premium,Blusa,Azul,P,3,245.1,73.53,661.77,PIX,Online,,6
5756,2026-08-10,10:30,49,Blusa Casual,Blusa,Preta,G,3,27.83,8.35,75.14,Crediário,Online,129.0,15
5757,2026-08-02,09:45,42,Jaqueta Básica,Jaqueta,Vermelha,M,4,65.01,26.0,234.04,Cartão de Débito,Online,,2
5758,2026-06-05,12:30  ,37,Bermuda Básica,Bermuda,Azul,M,1,128.33,6.42,121.91,PIX,Online,192.0,1
5759,2026-08-04, 16:15,138,Jaqueta Esporte,Jaqueta,Preta,M,2,284.13,0.0,568.26,Cartão de Débito,Física,85.0,9
5760,2026-09-09,20:15,168,Calça X,Calça,Cinza,M,2,94.56,0.0,189.12,Crediário,Online,4.0,5
5761,2026-08-27,11:30,26,Vestido Premium,Vestido,Azul,P,3,279.58,83.87,754.87,Cartão de Débito,Física,295.0,25
5762,2026-06-28,20:15,107,Acessório X,Acessório,Cinza,P,1,290.15,29.02,261.13,Cartão de Débito,Física,568.0,15
5763,2026-06-13,11:45,63,Vestido Premium,Vestido,Preta,M,4,347.98,139.19,1252.73,Cartão de Crédito,Online,350.0,16
5764,2026-09-14,15:30,4,Acessório X,Acessório,Verde,G,4,178.28,71.31,641.81,Cartão de Débito,Online,126.0,20
5765,2026-05-22,10:30,67,Acessório Casual,Acessório,Branca,GG,3,71.41,0.0,214.23,Cartão de Crédito,Online,587.0,22
5766,2026-08-06,11:30,13,Calça Social,Calça,Cinza,P,2,259.19,77.76,440.62,Cartão de Débito,Física,283.0,11
5767,2026-09-05,20:30,172,Calça Slim,Calça,Preta,GG,1,201.96,0.0,201.96,Crediário,Online,102.0,20
5768,2026-08-11,13:00,64,Camiseta Básica,Camiseta,Rosa,G,1,155.7,7.78,147.92,cartão de débito,Online,551.0,11
5769,2026-05-15,15:15,28,Jaqueta Slim,Jaqueta,Preta,GG,4,79.29,0.0,317.16,Dinheiro,Online,210.0,16
5770,2026-07-07,18:45,92,Acessório Social,Acessório,Verde,G,4,253.44,0.0,1013.76,Cartão de Crédito,Física,12.0,5
5771,2026-09-25,17:45,58,Bermuda Social,Bermuda,Rosa,GG,1,227.97,0.0,227.97,Cartão de Crédito,Física,30.0,23
5772,2026-08-09,10:00,137,Acessório Casual,Acessório,Branca,G,2,139.39,27.88,250.9,Cartão de Débito,Física,191.0,22
5773,06-09-2026,21:30,95,Blusa Premium,Blusa,Preta,M,4,80.71,0.0,322.84,Dinheiro,Física,204.0,21
5774,2026-04-03,20:30,83,Vestido Premium,Vestido,Preta,GG,3,96.13,43.26,245.13,Dinheiro,Física,544.0,20
5775,2026-05-25,17:00,139,Camiseta Premium,Camiseta,Cinza,M,2,342.19,102.66,581.72,Cartão de Crédito,Online,383.0,9
5776,2026-06-18,20:00,25,Jaqueta Social,Jaqueta,Azul,GG,3,66.53,0.0,199.59,Dinheiro,Física,94.0,22
5777,2026-04-15,17:45,96,Blusa Básica,Blusa,Vermelha,GG,1,173.24,25.99,147.25,Cartão de Crédito,Física,64.0,23
5778,2026-06-26,20:15,126,Blusa Social,Blusa,Cinza,G,4,91.13,0.0,364.52,PIX,Online,224.0,21
5779,2026-04-01,18:00,56,Bermuda Esporte,Bermuda,Preta,G,4,210.61,126.37,716.07,Cartão de Crédito,Física,75.0,24
5780,2026-08-30,20:15,124,Jaqueta Slim,Jaqueta,Branca,GG,1,216.95,21.7,195.25,Cartão de Débito,Online,497.0,23
5781,22-09-2026,16:15,79,Camiseta Premium,Camiseta,Branca,M,1,190.64,0.0,190.64,Cartão de Débito,Online,491.0,22
5782,2026-07-30,17:30,31,Calça Social,Calça,Verde,M,3,27.93,12.57,71.22,PIX,Online,,14
5783,2026-03-04,15:30,97,Camiseta Esporte,Camiseta,Verde,P,1,207.21,31.08,176.13,Cartão de Débito,Online,489.0,1
5784,2026-04-23,14:30,151,Bermuda Social,Bermuda,Branca,M,4,178.95,35.79,680.01,Dinheiro,Física,553.0,18
5785,2026-09-17,09:15,78,Jaqueta Premium,Jaqueta,Rosa,M,3,115.13,17.27,328.12,Cartão de Crédito,Física,380.0,18
5786,2026-04-20,19:45,11,Acessório X,Acessório,Verde,GG,4,148.31,0.0,593.24,PIX,Online,395.0,5
5787,2026-06-13,10:15,89,Camiseta Casual,Camiseta,Rosa,M,2,234.34,46.87,421.81,Dinheiro,Online,596.0,24
5788,2026-08-02,17:00,32,Jaqueta X,Jaqueta,Verde,G,4,221.86,88.74,798.7,PIX,Física,253.0,17
5789,2026-06-07,13:15,54,Bermuda Básica,Bermuda,Cinza,G,1,218.25,21.83,196.42,Cartão de Crédito,Física,,4
5790,2026-04-07,12:15,36,Calça Casual,Calça,Preta,G,4,90.72,0.0,362.88,Cartão de Crédito,Física,350.0,7
5791,2026-03-20,18:00,76,Vestido Básica,Vestido,Branca,G,4,40.17,0.0,160.68,Cartão de Débito,Física,14.0,3
5792,2026-07-15,14:00,55,Blusa Básica,Blusa,Preta,M,1,52.2,7.83,44.37,PIX,Online,204.0,15
5793,2026-04-08,21:45,94,Acessório Casual,Acessório,Branca,P,4,275.94,110.38,993.38,Cartão de Crédito,Física,47.0,3
5794,2026-05-11,12:30,29,Acessório Esporte,Acessório,Preta,GG,3,260.84,39.13,743.39,Cartão de Crédito,Online,247.0,4
5795,2026-04-17,21:15,102,Vestido Esporte,Vestido,Cinza,G,3,70.17,0.0,210.51,PIX,Online,48.0,6
5796,2026-05-24,13:00,121,Bermuda Social,Bermuda,Azul,G,3,325.4,48.81,927.39,Cartão de Crédito,Física,444.0,19
5797,2026-03-15,17:30,6,Calça Slim,Calça,Rosa,GG,2,155.87,31.17,280.57,Crediário,Online,528.0,15
5798,2026-08-25, 09:15,159,Bermuda Social,Bermuda,Azul,GG,3,133.78,60.2,341.14,Cartão de Débito,Física,111.0,21
5799,2026-08-17,15:30,144,Jaqueta Casual,Jaqueta,Rosa,M,3,110.08,49.54,280.7,PIX,Física,487.0,11
5800,2026-05-15,12:00,62,Calça Esporte,Calça,Vermelha,G,3,154.53,23.18,440.41,Cartão de Débito,Física,270.0,8
5801,2026-03-24,20:15,74,Blusa Slim,Blusa,Azul,G,2,69.32,20.8,117.84,Cartão de Débito,Online,,24
5802,2026-07-30,15:15,143,Acessório X,Acessório,Preta,M,4,296.53,118.61,"1.067,51",Cartão de Débito,Online,320.0,20
5803,2026-09-16,14:45,165,Acessório Social,Acessório,Azul,M,2,195.2,0.0,390.4,PIX,Física,358.0,23
5804,2026-05-06,19:45,154,Vestido Social,Vestido,Branca,GG,4,151.36,60.54,544.9,Cartão de Crédito,Online,445.0,8
5805,2026-08-30,20:30,3,Calça Social,Calça,Azul,GG,3,120.07,0.0,360.21,PIX,Online,155.0,19
5806,2026-04-26, 15:45 ,23,Jaqueta Slim,Jaqueta,Vermelha,G,4,75.32,0.0,301.28,Cartão de Crédito,Física,519.0,20
5807,2026-05-03,18:15,178,Bermuda Slim,Bermuda,Cinza,P,-2,251.61,0.0,1006.44,PIX,Física,598.0,11
5808,2026-05-17,21:00,83,Vestido Premium,Vestido,Preta,GG,4,96.13,57.68,326.84,PIX,Online,335.0,21
5809,2026-05-07,19:15,12,Vestido Slim,Vestido,Azul,GG,2,100.47,20.09,180.85,Cartão de Crédito,Física,335.0,3
5810,2026-09-01,10:45  ,30,Blusa X,Blusa,Verde,P,2,141.59,0.0,283.18,PIX,Física,182.0,9
5811,2026-06-05,09:00,146,Blusa X,Blusa,Azul,GG,1,74.97,0.0,74.97,PIX,Física,,13
5812,2026-09-09,20:00,80,Jaqueta Básica,Jaqueta,Branca,P,2,59.85,11.97,107.73,PIX,Online,29.0,9
5813,2026-03-22,18:00  ,152,Jaqueta Slim,Jaqueta,Verde,P,3,272.44,0.0,817.32,Cartão de Crédito,Online,571.0,3
5814,2026-03-15,16:15,30,Blusa X,Blusa,Verde,P,3,141.59,21.24,403.53,Cartão de Crédito,Online,438.0,23
5815,2026-03-22,10:30,158,Acessório Esporte,Acessório,Branca,GG,2,96.52,353.9335186080027,183.39,Crediário,Física,128.0,2
5816,2026-09-04,17:00,115,Camiseta Casual,Camiseta,Preta,GG,3,289.89,0.0,869.67,PIX,Física,,7
5817,2026-03-09,16:15,15,Vestido Premium,Vestido,Branca,M,4,275.63,0.0,1102.52,Dinheiro,Física,8.0,11
5818,2026-04-09,19:15,5,Calça Slim,Calça,Azul,P,1,251.81,12.59,239.22,PIX,Física,574.0,6
5819,2026-03-06,20:00,91,Acessório Casual,Acessório,Rosa,G,2,219.92,21.99,417.85,Cartão de Crédito,Física,,2
5820,12/05/26,13:15,116,Bermuda Premium,Bermuda,Cinza,GG,4,205.39,0.0,821.56,PIX,Online,37.0,1
5821,2026-05-21,09:15,4,Acessório X,Acessório,Verde,G,1,178.28,26.74,151.54,PIX,Física,498.0,12
5822,2026-03-29,12:45,164,Camiseta Casual,Camiseta,Preta,P,4,136.66,0.0,546.64,Cartão de Débito,Online,123.0,19
5823,2026-06-18,19:30,94,Acessório Casual,Acessório,Branca,P,3,275.94,124.17,703.65,Crediário,Física,220.0,3
5824,2026-06-24,15:00,78,Jaqueta Premium,Jaqueta,Rosa,M,3,115.13,0.0,345.39,Cartão de Débito,Física,217.0,13
5825,2026-03-10,16:30,103,Acessório Casual,Acessório,Vermelha,GG,4,68.64,0.0,274.56,Dinheiro,Física,73.0,17
5826,2026-04-09,15:45,65,Bermuda Premium,Bermuda,Cinza,P,4,133.58,0.0,534.32,Cartão de Débito,Online,107.0,25
5827,2026-06-05,19:30,114,Blusa X,Blusa,Branca,M,4,157.48,62.99,566.93,Cartão de Crédito,Online,141.0,4
5828,2026-05-02,17:15,85,Blusa Esporte,Blusa,Branca,P,1,196.04,19.6,176.44,Cartão de Crédito,Online,187.0,11
5829,2026-08-17,21:00,80,Jaqueta Básica,Jaqueta,Branca,P,2,59.85,0.0,119.7,Cartão de Débito,Online,61.0,16
5830,2026-04-27,19:15,40,Bermuda Slim,Bermuda,Azul,M,1,342.64,0.0,342.64,Cartão de Crédito,Online,453.0,18
5831,2026-06-22,12:00,13,Calça Social,Calça,Cinza,P,3,259.19,77.76,699.81,Cartão de Crédito,Online,532.0,15
5832,2026-06-23,13:15,157,Camiseta Casual,Camiseta,Branca,M,2,330.3,33.03,627.57,Cartão de Débito,Física,351.0,21
5833,2026-08-15,17:15,65470,Blusa X,Blusa,Branca,G,3,221.36,99.61,564.47,PIX,Física,323.0,15
5834,2026-06-30,12:30,156,Camiseta Esporte,Camiseta,Rosa,P,2,338.83,0.0,677.66,Cartão de Débito,Online,587.0,15
5835,2026-09-18,19:45,115,Camiseta Casual,Camiseta,Preta,GG,3,289.89,43.48,826.19,Dinheiro,Online,400.0,11
5836,2026-05-28,20:15,58,Bermuda Social,Bermuda,Rosa,GG,1,227.97,11.4,216.57,PIX,Online,,20
5837,2026-03-16,16:30,117,Camiseta X,Camiseta,Cinza,GG,3,55.14,0.0,165.42,PIX,Física,557.0,18
5838,2026-06-28,12:00,36,Calça Casual,Calça,Preta,G,3,90.72,0.0,272.16,Cartão de Débito,Online,557.0,8
5839,2026-06-07,13:45,36,Calça Casual,Calça,Preta,G,2,90.72,27.22,154.22,Cartão de Crédito,Online,137.0,18
5840,2026-03-05,09:30,20,Bermuda Slim,Bermuda,Verde,G,2,188.0,18.8,357.2,PIX,Online,113.0,10
5841,2026-03-04,20:00,151,Bermuda Social,Bermuda,Branca,M,2,178.95,0.0,357.9,Cartão de Crédito,Física,381.0,24
5842,2026-04-17,19:15,124,Jaqueta Slim,Jaqueta,Branca,GG,1,216.95,21.7,195.25,Cartão de Crédito,Online,215.0,14
5843,2026-07-10,20:15,123,Camiseta Esporte,Camiseta,Rosa,GG,3,328.04,147.62,836.5,PIX,Online,24.0,21
5844,2026-03-04,16:30,76,Vestido Básica,Vestido,Branca,G,3,40.17,0.0,120.51,PIX,Online,484.0,12
5845,2026-05-26,15:45,38,Bermuda Básica,Bermuda,Vermelha,GG,2,179.57,53.87,305.27,Crediário,Online,49.0,15
5846,2026-05-28,20:45,46,Camiseta Premium,Camiseta,Branca,P,1,279.67,0.0,279.67,Cartão de Crédito,Online,467.0,16
5847,2026-04-01,15:30,56,Bermuda Esporte,Bermuda,Preta,G,1,210.61,21.06,189.55,Cartão de Crédito,Física,504.0,23
5848,2026-04-20,12:30,126,Blusa Social,Blusa,Cinza,G,4,91.13,0.0,364.52,PIX,Física,452.0,15
5849,2026-06-05,09:15,125,Camiseta Premium,Camiseta,Vermelha,M,2,241.67,72.5,410.84,Crediário,Física,289.0,17
5850,2026-08-28,10:15,74,Blusa Slim,Blusa,Azul,G,4,69.32,27.73,249.55,PIX,Física,161.0,20
5851,2026-06-10,19:30,95,Blusa Premium,Blusa,Preta,M,2,80.71,0.0,161.42,PIX,Física,133.0,19
5852,2026-05-23,19:30,107,Acessório X,Acessório,Cinza,P,3,290.15,43.52,826.93,Cartão de Débito,Física,525.0,15
5853,2026-03-24,13:15,102,Vestido Esporte,Vestido,Cinza,G,1,70.17,0.0,70.17,Cartão de Débito,Física,,8
5854,2026-05-01,21:15,117,Camiseta X,Camiseta,Cinza,GG,3,55.14,0.0,165.42,Cartão de Crédito,Online,211.0,21
5855,2026-09-19,09:00,3,Calça Social,Calça,Azul,GG,2,120.07,12.01,228.13,PIX,Online,220.0,18
5856,2026-09-08,21:00,8,Calça Social,Calça,Preta,G,1,52.5,7.88,44.62,PIX,Online,577.0,13
5857,2026-04-26,21:30,65,Bermuda Premium,Bermuda,Cinza,P,3,133.58,0.0,400.74,Cartão de Crédito,Física,436.0,8
5858,2026-08-23,14:30,34,Jaqueta Esporte,Jaqueta,Rosa,P,2,302.83,0.0,605.66,Cartão de Crédito,Física,72.0,22
5859,2026-07-07,13:30,26,Vestido Premium,Vestido,Azul,P,4,279.58,55.92,1062.4,Cartão de Crédito,Física,237.0,14
5860,14-08-2026,17:30,117,Camiseta X,Camiseta,Cinza,GG,1,55.14,0.0,55.14,PIX,Online,72.0,5
5861,2026-03-08,18:30,129,Jaqueta Básica,Jaqueta,Rosa,GG,1,68.32,6.83,61.49,cartão de crédito,Online,263.0,14
5862,2026-04-23,16:00,3,Calça Social,Calça,Azul,GG,4,120.07,0.0,480.28,Dinheiro,Online,156.0,5
5863,2026-05-02,10:30,123,Camiseta Esporte,Camiseta,Rosa,GG,2,328.04,98.41,557.67,Cartão de Débito,Online,,5
5864,2026-08-10,15:45,66,Blusa Esporte,Blusa,Vermelha,M,3,320.22,144.1,816.56,Crediário,Física,,25
5865,2026-05-28,10:45,162,Camiseta X,Camiseta,Preta,M,2,121.62,36.49,"R$ 206,75",Cartão de Débito,Online,182.0,15
5866,2026-06-07,18:15,89,Camiseta Casual,Camiseta,Rosa,M,4,234.34,140.6,796.76,PIX,Física,101.0,4
5867,2026-03-29,12:15,126,Blusa Social,Blusa,Cinza,G,1,91.13,0.0,91.13,Cartão de Débito,Física,347.0,17
5868,2026-05-11,09:15,64,Camiseta Básica,Camiseta,Rosa,G,1,155.7,0.0,155.7,Dinheiro,Online,,18
5869,2026-07-04,15:15,144,Jaqueta Casual,Jaqueta,Rosa,M,4,110.08,0.0,440.32,Cartão De Crédito,Online,,3
5870,2026-05-31,10:00,140,Calça Básica,Calça,Vermelha,G,4,343.31,205.99,"R$ 1.167,25",Cartão de Débito,Online,99.0,18
5871,2026-06-03,12:30,124,Jaqueta Slim,Jaqueta,Branca,GG,2,216.95,0.0,433.9,Dinheiro,Online,330.0,11
5872,2026-07-19,21:30,149,Camiseta Esporte,Camiseta,Preta,GG,4,233.3,46.66,886.54,PIX,Online,504.0,16
5873,2026-08-08,11:45,164,Camiseta Casual,Camiseta,Preta,P,4,136.66,54.66,491.98,PIX,Física,167.0,4
5874,2026-05-10,11:45,136,Blusa Social,Blusa,Vermelha,GG,1,27.43,1.37,26.06,Cartão de Débito,Online,123.0,6
5875,2026-05-02,09:15,50,Blusa Premium,Blusa,Azul,P,3,245.1,0.0,735.3,PIX,Física,424.0,9
5876,2026-04-30,20:15,179,Camiseta X,Camiseta,Verde,P,2,164.41,0.0,328.82,Crediário,Física,102.0,24
5877,2026-04-11,12:45,179,Camiseta X,Camiseta,Verde,P,3,164.41,24.66,468.57,Cartão de Débito,Online,516.0,9
5878,2026-06-23,13:00,135,Bermuda Premium,Bermuda,Preta,GG,2,157.3,47.19,267.41,Dinheiro,Online,,15
5879,2026-04-16,19:30,58,Bermuda Social,Bermuda,Rosa,GG,1,227.97,22.8,205.17,Cartão de Crédito,Física,451.0,3
5880,2026-05-28,21:45,137,Acessório Casual,Acessório,Branca,G,1,139.39,0.0,139.39,Dinheiro,Online,84.0,16
5881,2026-06-10,17:15,134,Acessório Premium,Acessório,Vermelha,G,2,83.99,0.0,167.98,cartão de crédito,Online,202.0,15
5882,2026-08-30,16:45,180,Acessório Esporte,Acessório,Azul,G,1,45.75,4.58,41.17,Cartão de Crédito,Física,,17
5883,2026-08-30,14:00,88,Acessório Slim,Acessório,Cinza,M,1,72.76,0.0,72.76,Cartão de Crédito,Física,129.0,8
5884,2026-04-01,09:45,85,Blusa Esporte,Blusa,Branca,P,2,196.04,0.0,392.08,Cartão de Débito,Física,458.0,15
5885,2026-09-18,10:15,123,Camiseta Esporte,Camiseta,Rosa,GG,1,328.04,0.0,328.04,Cartão de Débito,Online,59.0,6
5886,2026-08-28,15:30,149,Camiseta Esporte,Camiseta,Preta,GG,4,233.3,0.0,933.2,Cartão de Débito,Online,391.0,3
5887,2026-09-12,16:15,94,Acessório Casual,Acessório,Branca,P,2,275.94,0.0,551.88,PIX,Online,590.0,4
5888,2026-03-23,20:00,20,Bermuda Slim,Bermuda,Verde,G,3,188.0,28.2,535.8,PIX,Online,15.0,23
5889,2026-09-01,13:15,30,Blusa X,Blusa,Verde,P,2,141.59,0.0,283.18,Dinheiro,Física,232.0,8
5890,2026-04-15,14:45,19,Camiseta Social,Camiseta,Rosa,P,2,209.58,62.87,356.29,PIX,Online,54.0,9
5891,2026-08-13,17:15,1,Bermuda Casual,Bermuda,Verde,M,3,142.26,64.02,362.76,PIX,Online,279.0,2
5892,2026-09-22,14:30,40,Bermuda Slim,Bermuda,Azul,M,3,342.64,154.19,873.73,Cartão de Débito,Online,152.0,14
5893,2026-04-26,12:30,46379,Blusa Básica,Blusa,Vermelha,GG,3,173.24,0.0,519.72,PIX,Online,64.0,19
5894,2026-05-16,16:45,27,Camiseta Slim,Camiseta,Cinza,P,1,63.78,0.0,63.78,Cartão de Crédito,Online,26.0,5
5895,2026-07-02,13:15,147,Jaqueta Básica,Jaqueta,Vermelha,P,3,340.79,1973.1229152040119,1022.37,PIX,Física,304.0,18
5896,2026-06-23,11:15,32,Jaqueta X,Jaqueta,Verde,G,3,221.86,0.0,665.58,Cartão de Débito,Física,357.0,1
5897,2026-07-24,17:30,20,Bermuda Slim,Bermuda,Verde,G,2,188.0,0.0,376.0,Cartão de Débito,Física,509.0,14
5898,2026-09-16,14:15,106,Vestido Slim,Vestido,Branca,P,2,241.69,0.0,483.38,PIX,Online,417.0,2
5899,2026-06-01,18:45,136,Blusa Social,Blusa,Vermelha,GG,3,27.43,0.0,82.29,Cartão de Débito,Física,598.0,21
5900,2026-03-30,21:45,180,Acessório Esporte,Acessório,Azul,G,2,45.75,13.72,77.78,PIX,Online,193.0,15
5901,2026-04-30,13:45,40,Bermuda Slim,Bermuda,Azul,M,3,342.64,0.0,1027.92,Dinheiro,Física,122.0,8
5902,2026-06-09,13:45,83,Vestido Premium,Vestido,Preta,GG,2,96.13,9.61,182.65,Cartão de Débito,Física,109.0,12
5903,2026-07-31, 19:15,99,Vestido Premium,Vestido,Verde,P,2,128.49,38.55,218.43,Cartão de Crédito,Física,398.0,5
5904,2026-04-09,12:30,117,Camiseta X,Camiseta,Cinza,GG,2,55.14,16.54,93.74,Cartão de Crédito,Física,450.0,10
5905,2026-05-05,19:45,40,Bermuda Slim,Bermuda,Azul,M,2,342.64,102.79,582.49,Crediário,Online,544.0,23
5906,2026-04-03,21:15,53,Bermuda Casual,Bermuda,Branca,M,2,149.96,44.99,254.93,Cartão de Débito,Física,63.0,6
5907,2026-06-28,20:15,111,Blusa Casual,Blusa,Cinza,P,4,244.71,0.0,978.84,Cartão de Débito,Online,260.0,12
5908,2026-08-13,21:45  ,67,Acessório Casual,Acessório,Branca,GG,2,71.41,0.0,142.82,Dinheiro,Online,508.0,9
5909,2026-07-29,10:00,153,Camiseta X,Camiseta,Vermelha,G,1,72.59,7.26,65.33,Dinheiro,Online,172.0,4
5910,2026-06-03,10:15,153,Camiseta X,Camiseta,Vermelha,G,4,72.59,43.55,246.81,PIX,Física,322.0,14
5911,2026-03-29,16:45,11,Acessório X,Acessório,Verde,GG,2,148.31,14.83,281.79,Cartão de Crédito,Física,158.0,21
5912,2026-04-22,17:30,74482,Calça Casual,Calça,Preta,P,4,321.47,64.29,1221.59,Cartão de Crédito,Física,364.0,11
5913,2026-03-05,10:45,175,Bermuda Casual,Bermuda,Azul,GG,3,123.61,18.54,352.29,Cartão de Crédito,Online,204.0,9
5914,24/08/26,10:00,143,Acessório X,Acessório,Preta,M,2,296.53,59.31,533.75,Dinheiro,Física,133.0,10
5915,2026-06-25,10:00,8,Calça Social,Calça,Preta,G,3,52.5,0.0,"R$ 157,50",Crediário,Física,152.0,24
5916,2026-03-02,19:45,6,Calça Slim,Calça,Rosa,GG,2,155.87,0.0,311.74,Dinheiro,Física,15285.0,5
5917,2026-08-15,13:30,92,Acessório Social,Acessório,Verde,G,2,253.44,76.03,430.85,Cartão de Crédito,Física,334.0,7
5918,2026-06-28,20:15,58,Bermuda Social,Bermuda,Rosa,GG,3,227.97,0.0,683.91,Dinheiro,Física,379.0,25
5919,2026-05-23,13:45,172,Calça Slim,Calça,Preta,GG,3,201.96,0.0,605.88,PIX,Online,465.0,2
5920,2026-09-20,13:30,18,Camiseta Premium,Camiseta,Verde,GG,1,116.96,0.0,116.96,Cartão de Crédito,Física,472.0,8
5921,2026-05-06,14:45,26,Vestido Premium,Vestido,Azul,P,1,279.58,0.0,279.58,PIX,Online,223.0,4
5922,2026-03-20,21:45,36,Calça Casual,Calça,Preta,G,3,90.72,27.22,244.94,Cartão de Débito,Online,531.0,22
5923,2026-05-18,14:30,83,Vestido Premium,Vestido,Preta,GG,4,96.13,38.45,346.07,Cartão de Crédito,Online,471.0,21
5924,2026-06-12,13:30,155,Camiseta Slim,Camiseta,Azul,G,1,102.86,0.0,102.86,Cartão de Crédito,Online,85.0,14
5925,2026-04-22,13:45,67,Acessório Casual,Acessório,Branca,GG,1,71.41,10.71,60.7,PIX,Online,106.0,20
5926,2026-04-09,17:00,44,Blusa Slim,Blusa,Cinza,M,1,82.1,4.1,78.0,Dinheiro,Física,256.0,23
5927,2026-08-31,14:30,68,Vestido Slim,Vestido,Rosa,G,3,315.44,47.32,899.0,PIX,Online,344.0,23
5928,2026-05-18,17:00,153,Camiseta X,Camiseta,Vermelha,G,1,72.59,0.0,"R$ 72,59",Cartão de Débito,Online,403.0,7
5929,2026-05-20,19:00,109,Blusa X,Blusa,Preta,GG,1,204.96,0.0,204.96,Dinheiro,Física,304.0,20
5930,2026-06-19,20:00,132,Calça Esporte,Calça,Rosa,P,2,148.17,14.82,281.52,Cartão de Crédito,Online,73.0,22
5931,2026-09-12,16:00,36,Calça Casual,Calça,Preta,G,4,90.72,54.43,308.45,Cartão de Débito,Online,339.0,4
5932,2026-08-25, 21:30,171,Vestido Social,Vestido,Cinza,P,3,230.09,69.03,621.24,Cartão de Débito,Física,472.0,6
5933,2026-08-03,13:30,160,Bermuda X,Bermuda,Preta,P,2,66.98,6.7,127.26,Cartão de Crédito,Física,399.0,19
5934,2026-03-18,19:45,57,Jaqueta Básica,Jaqueta,Preta,P,4,63.55,12.71,241.49,Cartão de Crédito,Física,166.0,15
5935,04/08/2026,09:30,61,Vestido Esporte,Vestido,Verde,G,2,93.59,28.08,159.1,Cartão de Débito,Física,5.0,7
5936,2026-08-24,20:15,132,Calça Esporte,Calça,Rosa,P,4,148.17,88.9,503.78,Cartão de Débito,Online,362.0,23
5937,08/03/26, 10:30,113,Acessório Premium,Acessório,Cinza,M,2,131.81,26.36,237.26,Dinheiro,Física,88.0,6
5938,2026-09-19,13:30,32,Jaqueta X,Jaqueta,Verde,G,2,221.86,22.19,421.53,Crediário,Online,177.0,23
5939,2026-09-23,10:45,131,Bermuda Casual,Bermuda,Branca,P,4,279.83,111.93,1007.39,Cartão de Crédito,Online,319.0,4
5940,2026-08-23,15:45,41,Jaqueta Básica,Jaqueta,Preta,M,2,106.21,0.0,"R$ 212,42",Cartão de Débito,Online,489.0,12
5941,2026-09-13,14:15,108,Camiseta Slim,Camiseta,Vermelha,P,3,178.44,0.0,535.32,cartao credito,Online,,19
5942,2026-09-25,13:00,63,Vestido Premium,Vestido,Preta,M,4,347.98,0.0,1391.92,Crediário,Física,,18
5943,2026-06-06,12:00,71,Jaqueta Social,Jaqueta,Azul,P,3,217.69,65.31,587.76,Cartão de Débito,Online,510.0,10
5944,2026-07-01,15:00,44,Blusa Slim,Blusa,Cinza,M,4,82.1,49.26,279.14,Crediário,Online,176.0,22
5945,2026-09-16,13:15,34,Jaqueta Esporte,Jaqueta,Rosa,P,2,302.83,0.0,605.66,Crediário,Online,47.0,21
5946,2026-06-12,14:00,101,Acessório Premium,Acessório,Verde,P,1,187.62,0.0,187.62,PIX,Online,235.0,2
5947,2026-08-31,09:15,83,Vestido Premium,Vestido,Preta,GG,1,96.13,4.81,91.32,Cartão de Crédito,Física,544.0,14
5948,2026-05-05,21:00,141,Bermuda Casual,Bermuda,Branca,P,2,221.26,0.0,442.52,Cartão de Crédito,Física,,8
5949,2026-07-23,14:30,147,Jaqueta Básica,Jaqueta,Vermelha,P,3,340.79,102.24,920.13,Crediário,Online,20.0,21
5950,2026-07-18,18:15,104,Acessório Casual,Acessório,Cinza,GG,2,288.54,28.85,548.23,Crediário,Online,295.0,19
5951,2026-08-17,09:45,20,Bermuda Slim,Bermuda,Verde,G,3,188.0,56.4,507.6,Dinheiro,Online,585.0,12
5952,2026-05-17,09:30,152,Jaqueta Slim,Jaqueta,Verde,P,1,272.44,0.0,272.44,Cartão de Débito,Online,586.0,24
5953,2026-08-21,17:00,57,Jaqueta Básica,Jaqueta,Preta,P,2,63.55,0.0,127.1,Cartão de Crédito,Online,153.0,20
5954,2026-03-26,20:00,118,Acessório Social,Acessório,Rosa,P,4,239.83,95.93,863.39,Cartão de Crédito,Física,479.0,23
5955,2026-06-23,12:00,124,Jaqueta Slim,Jaqueta,Branca,GG,4,216.95,43.39,"R$ 824,41",Cartão de Débito,Física,416.0,21
5956,2026-06-01,11:00,90,Acessório X,Acessório,Verde,G,3,30.01,9.0,"81,03",Cartão de Débito,Online,470.0,5
5957,2026-03-03,12:00,47,Vestido Premium,Vestido,Verde,M,3,326.85,0.0,980.55,Cartão de Débito,Física,508.0,25
5958,2026-08-29,16:30,20,Bermuda Slim,Bermuda,Verde,G,2,188.0,0.0,376.0,Cartão de Crédito,Online,,3
5959,2026-04-03,21:15,137,Acessório Casual,Acessório,Branca,G,2,139.39,13.94,264.84,Crediário,Física,301.0,4
